,id,institution,rank,city,state,state_full,website,institution_level,institution_control,degree_graning_status,undergraduate_offering,graduate_offering,urbanization_degree,distance_education_offered,distance_education_programs_offered,undergraduate_application_fee,graduate_application_fee,graduation_rate,recommendations,admission_test_scores,TOEFL,total_applicants,total_admissions,acceptance_rate,total_enrolled,yield,SAT_reading_writing_lower,SAT_reading_writing_upper,SAT_math_lower,SAT_math_upper,ACT_composite_lower,ACT_composite_upper,ACT_english_lower,ACT_english_upper,ACT_math_lower,ACT_math_upper,out_of_state_tuition,out_of_state_fees,in_state_tuition,in_state_fees,out_of_state_total,in_state_total,address,city_id,location,lat,lon
189,190,Fordham University,68,Bronx,NY,New York,www.fordham.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,70,70.0,79.0,Required,Required,Required,47936,25180,52.53,2086,8.28,620.0,700.0,610.0,710.0,27.0,32.0,28.0,35.0,25.0,30.0,54730.0,1431.0,54730.0,1431.0,56161,56161,"441 E Fordham Rd, Bronx, New York 10458",10809,"(40.8603778, -73.8837468)",40.8603778, -73.8837468
190,191,Fort Lewis College,150+,Durango,CO,Colorado,fortlewis.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Distant,Yes,1,40,50.0,26.0,Not Required,Required,Required,3497,3200,91.51,813,25.41,480.0,590.0,470.0,580.0,16.0,22.0,14.0,21.0,16.0,21.0,17712.0,1840.0,7056.0,1840.0,19552,8896,"1000 Rim Drive, Durango, Colorado 81301-3999",12357,"(37.2859193, -107.8629891)",37.2859193, -107.8629891
191,192,Framingham State University,150+,Framingham,MA,Massachusetts,www.framingham.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,50,50.0,41.0,Considered,Considered,Recommended,5695,4472,78.53,615,13.75,470.0,570.0,480.0,560.0,19.0,25.0,,,,,7050.0,10410.0,970.0,10410.0,17460,11380,"100 State Street, Framingham, Massachusetts 01701-9101",34755,"(42.296445, -71.437024)",42.296445, -71.437024
192,193,Francis Marion University,150+,Florence,SC,South Carolina,www.fmarion.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Small,Yes,1,41,41.0,18.0,Considered,Considered,Required,4266,3210,75.25,727,22.65,460.0,570.0,430.0,540.0,15.0,21.0,14.0,21.0,15.0,20.0,20768.0,776.0,10384.0,776.0,21544,11160,"4822 East Palmetto Street, Florence, South Carolina 29506",13739,"(34.19614627100488, -79.65194364191629)",34.19614627100488, -79.65194364191629
193,194,Franciscan Missionaries of Our Lady University,150+,Baton Rouge,LA,Louisiana,www.franu.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,35,50.0,5.0,Not Required,Required,Recommended,463,216,46.65,91,42.13,,,,,20.0,24.0,20.0,24.0,18.0,24.0,13409.0,1126.0,13409.0,1126.0,14535,14535,"5414 Brittany Dr, Baton Rouge, Louisiana 70808",3397,"(30.4014536, -91.1099884)",30.4014536, -91.1099884
194,195,Franciscan University of Steubenville,150+,Steubenville,OH,Ohio,www.franciscan.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,0,0.0,70.0,Not Required,Required,Required,2074,1514,73.0,585,38.64,550.0,660.0,520.0,630.0,22.0,29.0,23.0,32.0,20.0,27.0,29720.0,460.0,29720.0,460.0,30180,30180,"1235 University Blvd, Steubenville, Ohio 43952-1763",38602,"(40.376755, -80.62193141522137)",40.376755, -80.62193141522137
195,196,Franklin W Olin College of Engineering,150+,Needham,MA,Massachusetts,www.olin.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,Suburb: Large,Implied no,0,85,,78.0,Required,Considered,Recommended,900,148,16.44,84,56.76,695.0,770.0,755.0,800.0,34.0,35.0,34.0,36.0,34.0,36.0,53990.0,3366.0,53990.0,3366.0,57356,57356,"1000 Olin Way, Needham, Massachusetts 02492-1200",33782,"(42.290032499999995, -71.26065504545471)",42.290032499999995, -71.26065504545471
196,197,Fresno Pacific University,150+,Fresno,CA,California,www.fresno.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,40,45.0,52.0,Required,Required,Required,959,642,66.94,199,31.0,470.0,560.0,460.0,550.0,16.0,22.0,15.0,21.0,16.0,22.0,32954.0,498.0,32954.0,498.0,33452,33452,"1717 S Chestnut Ave, Fresno, California 93702-4709",3420,"(36.725964, -119.736356)",36.725964, -119.736356
197,198,Friends University,150+,Wichita,KS,Kansas,www.friends.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,0,50.0,29.0,Not Required,Required,Recommended,1154,664,57.54,212,31.93,500.0,560.0,460.0,580.0,18.0,24.0,19.0,26.0,18.0,24.0,29670.0,450.0,29670.0,450.0,30120,30120,"2100 W. University Ave., Wichita, Kansas 67213",3498,"(37.67836015, -97.36542133067047)",37.67836015, -97.36542133067047
198,199,Frostburg State University,150+,Frostburg,MD,Maryland,www.frostburg.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Small,Yes,1,45,45.0,28.0,Recommended,Required,Required,4335,3191,73.61,628,19.68,460.0,570.0,450.0,560.0,17.0,23.0,15.0,23.0,16.0,24.0,20800.0,2710.0,6700.0,2710.0,23510,9410,"101 Braddock Road, Frostburg, Maryland 21532-1099",33559,"(39.6476066, -78.94059833960048)",39.6476066, -78.94059833960048
199,200,Furman University,150+,Greenville,SC,South Carolina,www.furman.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Large,Yes,0,50,55.0,74.0,Recommended,Considered,Required,5194,3389,65.25,519,15.31,610.0,700.0,620.0,700.0,29.0,32.0,30.0,35.0,26.0,30.0,51712.0,380.0,51712.0,380.0,52092,52092,"3300 Poinsett Highway, Greenville, South Carolina 29613-6162",7724,"(34.92577435, -82.4385258125221)",34.92577435, -82.4385258125221
200,201,Gallaudet University,127,Washington,DC,District of Columbia,www.gallaudet.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,50,75.0,26.0,Required,Required,Not Required,412,258,62.62,152,58.91,385.0,510.0,405.0,530.0,14.0,18.0,11.0,16.0,15.0,17.0,16512.0,526.0,16512.0,526.0,17038,17038,"800 Florida Ave  NE, Washington, District of Columbia 20002-3695",3497,"(38.90574585, -76.99488754604664)",38.90574585, -76.99488754604664
201,202,Gannon University,150+,Erie,PA,Pennsylvania,www.gannon.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,25,25.0,52.0,Recommended,Required,Required,4442,3520,79.24,634,18.01,500.0,610.0,490.0,600.0,20.0,26.0,18.0,26.0,18.0,26.0,33560.0,966.0,33560.0,966.0,34526,34526,"109 W Sixth St, Erie, Pennsylvania 16541-0001",9096,"(42.12726475, -80.08845080932498)",42.12726475, -80.08845080932498
202,203,George Fox University,150+,Newberg,OR,Oregon,www.georgefox.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Fringe,Yes,1,40,40.0,57.0,Recommended,Considered,Required,2685,2441,90.91,471,19.3,510.0,620.0,510.0,610.0,19.0,28.0,19.0,27.0,18.0,26.0,37840.0,530.0,37840.0,530.0,38370,38370,"414 N Meridian St, Newberg, Oregon 97132",39114,"(45.30291838383838, -122.970447)",45.30291838383838, -122.970447
203,204,George Mason University,148,Fairfax,VA,Virginia,www2.gmu.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Large,Yes,1,70,75.0,47.0,Considered,Considered,Required,21198,18909,89.2,3561,18.83,560.0,650.0,540.0,650.0,24.0,30.0,23.0,32.0,23.0,28.0,33906.0,3504.0,9510.0,3504.0,37410,13014,"4400 University Dr, Fairfax, Virginia 22030-4444",8684,"(38.835392, -77.308371)",38.835392, -77.308371
204,205,George Washington University,63,Washington,DC,District of Columbia,www.gwu.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,80,80.0,74.0,Required,Considered,Required,26405,11366,43.04,1978,17.4,640.0,720.0,630.0,730.0,30.0,33.0,30.0,35.0,26.0,31.0,58550.0,90.0,58550.0,90.0,58640,58640,"1918 F Street  NW, Washington, District of Columbia 20052",3497,"(38.89949715, -77.04821211705953)",38.89949715, -77.04821211705953
205,206,Georgetown University,23,Washington,DC,District of Columbia,www.georgetown.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,75,90.0,89.0,Required,Required,Required,21190,3561,16.81,1592,44.71,690.0,760.0,690.0,790.0,31.0,35.0,33.0,36.0,29.0,34.0,57384.0,544.0,57384.0,544.0,57928,57928,"37th and O St NW, Washington, District of Columbia 20057-0001",3497,"(38.9077397, -77.071652)",38.9077397, -77.071652
206,207,Georgia Institute of Technology-Main Campus,150+,Atlanta,GA,Georgia,www.gatech.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,75,75.0,40.0,Considered,Required,Recommended,40852,8719,21.34,3260,37.39,670.0,740.0,700.0,790.0,31.0,35.0,31.0,35.0,29.0,35.0,31370.0,2594.0,10258.0,2594.0,33964,12852,"225 North Ave, Atlanta, Georgia 30332-0530",3391,"(33.7722178, -84.3944354)",33.7722178, -84.3944354
207,208,Georgia Southern University,150+,Statesboro,GA,Georgia,www.georgiasouthern.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Distant,Yes,1,30,50.0,25.0,Not Required,Considered,Required,17250,15727,91.17,5341,33.96,503.0,600.0,490.0,570.0,18.0,24.0,17.0,24.0,17.0,24.0,15425.0,2114.0,4371.0,2114.0,17539,6485,"1332 Southern Drive, Statesboro, Georgia 30460-8126",9775,"(32.42602806423572, -81.78264804534528)",32.42602806423572, -81.78264804534528
208,209,Georgia State University,150+,Atlanta,GA,Georgia,www.gsu.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,60,50.0,27.0,Recommended,Considered,Required,20409,16814,82.39,5518,32.82,520.0,630.0,510.0,630.0,20.0,26.0,19.0,26.0,18.0,26.0,22389.0,2128.0,7158.0,2128.0,24517,9286,"33 gilmer st, Atlanta, Georgia 30303-3083",3391,"(33.754761349999995, -84.38819218475689)",33.754761349999995, -84.38819218475689
209,210,Gonzaga University,79,Spokane,WA,Washington,www.gonzaga.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,50,50.0,73.0,Required,Considered,Required,8409,6129,72.89,1052,17.16,580.0,670.0,580.0,680.0,25.0,30.0,25.0,33.0,24.0,29.0,46060.0,860.0,46060.0,860.0,46920,46920,"E 502 Boone Ave, Spokane, Washington 99258-0001",3489,"(47.6679599, -117.331219)",47.6679599, -117.331219
210,211,Good Samaritan College of Nursing and Health Science,150+,Cincinnati,OH,Ohio,www.gscollege.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,City: Large,Implied no,0,50,,,Not Required,Required,Required,260,90,34.62,20,22.22,,,,,20.0,23.0,19.0,22.0,17.0,20.0,13605.0,1865.0,13605.0,1865.0,15470,15470,"375 Dixmyth Ave, Cincinnati, Ohio 45220-2489",3406,"(39.1394215, -84.5203993)",39.1394215, -84.5203993
211,212,Grace College and Theological Seminary,150+,Winona Lake,IN,Indiana,www.grace.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Distant,Yes,1,0,0.0,56.0,Required,Considered,Required,3984,2974,74.65,424,14.26,500.0,620.0,520.0,610.0,20.0,26.0,21.0,29.0,18.0,26.0,26532.0,900.0,26532.0,900.0,27432,27432,"200 Seminary Dr, Winona Lake, Indiana 46590-1274",37838,"(41.22545905395398, -85.81569633950421)",41.22545905395398, -85.81569633950421
212,213,Grambling State University,150+,Grambling,LA,Louisiana,www.gram.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Distant,Yes,1,20,20.0,10.0,Not Required,Considered,Required,8153,7600,93.22,1241,16.33,440.0,480.0,420.0,520.0,15.0,19.0,15.0,18.0,14.0,20.0,5140.0,11518.0,5140.0,2495.0,16658,7635,"403 Main Street, Grambling, Louisiana 71245",37831,"(32.51950275, -92.72116383442508)",32.51950275, -92.72116383442508
213,214,Grand View University,150+,Des Moines,IA,Iowa,www.grandview.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,0,0.0,36.0,Not Required,Required,Required,1810,1756,97.02,294,16.74,440.0,560.0,470.0,560.0,18.0,23.0,16.0,23.0,17.0,24.0,29076.0,716.0,29076.0,716.0,29792,29792,"1200 Grandview Ave, Des Moines, Iowa 50316",3413,"(41.620519, -93.60614214572864)",41.620519, -93.60614214572864
214,215,Greensboro College,150+,Greensboro,NC,North Carolina,www.greensboro.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,0,0.0,33.0,Considered,Required,Considered,1014,787,77.61,133,16.9,440.0,550.0,460.0,550.0,16.0,22.0,13.0,20.0,16.0,22.0,18960.0,0.0,18960.0,0.0,18960,18960,"815 W Market St, Greensboro, North Carolina 27401-1875",3424,"(36.07149845, -79.79932932535696)",36.07149845, -79.79932932535696
215,216,Guilford College,150+,Greensboro,NC,North Carolina,www.guilford.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,0,0,75.0,51.0,Recommended,Considered,Required,3660,2855,78.01,372,13.03,460.0,600.0,470.0,570.0,17.0,24.0,15.0,24.0,16.0,24.0,39400.0,720.0,39400.0,720.0,40120,40120,"5800 W Friendly Avenue, Greensboro, North Carolina 27410-4108",3424,"(36.0934692, -79.888646)",36.0934692, -79.888646
216,217,Hamline University,150+,Saint Paul,MN,Minnesota,www.hamline.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,0,0.0,55.0,Recommended,Required,Required,4441,3062,68.95,455,14.86,485.0,615.0,510.0,610.0,20.0,26.0,18.0,25.0,18.0,25.0,43154.0,1991.0,43154.0,1991.0,45145,45145,"1536 Hewitt Avenue, Saint Paul, Minnesota 55104-1284",3477,"(44.96657340883007, -93.16477746161392)",44.96657340883007, -93.16477746161392
217,218,Hannibal-LaGrange University,150+,Hannibal,MO,Missouri,www.hlg.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Remote,Yes,1,0,0.0,34.0,Not Required,Required,Recommended,492,318,64.63,131,41.19,535.0,635.0,540.0,680.0,19.0,24.0,17.0,24.0,17.0,25.0,22500.0,1500.0,22500.0,1500.0,24000,24000,"2800 Palmyra Rd, Hannibal, Missouri 63401",35417,"(39.7308788, -91.3912608)",39.7308788, -91.3912608
218,219,Hardin-Simmons University,150+,Abilene,TX,Texas,www.hsutx.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,0,0.0,36.0,Considered,Required,Required,2308,2089,90.51,454,21.73,480.0,580.0,480.0,570.0,18.0,24.0,17.0,24.0,16.0,22.0,29526.0,1838.0,29526.0,1838.0,31364,31364,"2200 Hickory, Abilene, Texas 79698-0001",9975,"(32.4772577, -99.7351953)",32.4772577, -99.7351953
219,220,Harvard University,2,Cambridge,MA,Massachusetts,www.harvard.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,75,105.0,87.0,Required,Required,Not Required,40248,2015,5.01,1407,69.83,720.0,780.0,740.0,800.0,33.0,35.0,35.0,36.0,31.0,35.0,49653.0,4349.0,49653.0,4349.0,54002,54002,"Massachusetts Hall, Cambridge, Massachusetts 02138",10377,"(42.37444275, -71.11828855)",42.37444275, -71.11828855
220,221,Hastings College,150+,Hastings,NE,Nebraska,www.hastings.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Distant,Yes,0,0,50.0,47.0,Not Required,Required,Recommended,2126,1402,65.95,290,20.68,480.0,590.0,480.0,590.0,19.0,26.0,19.0,26.0,18.0,26.0,31190.0,1580.0,31190.0,1580.0,32770,32770,"710 N Turner Ave, Hastings, Nebraska 68901",33974,"(40.591512, -98.374973)",40.591512, -98.374973
221,222,Hawaii Pacific University,150+,Honolulu,HI,Hawaii,www.hpu.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,50,50.0,30.0,Recommended,Considered,Recommended,8296,6753,81.4,538,7.97,480.0,570.0,490.0,590.0,17.0,24.0,16.0,24.0,16.0,24.0,28800.0,500.0,28800.0,500.0,29300,29300,"1 Aloha Tower Drive, Honolulu, Hawaii 96813",3427,"(21.30729, -157.865181)",21.30729, -157.865181
222,223,Heidelberg University,150+,Tiffin,OH,Ohio,www.heidelberg.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Distant,Yes,0,25,0.0,39.0,Required,Considered,Recommended,1874,1519,81.06,321,21.13,480.0,590.0,480.0,590.0,19.0,24.0,18.0,24.0,18.0,25.0,31700.0,600.0,31700.0,600.0,32300,32300,"310 E Market St, Tiffin, Ohio 44883-2462",8103,"(41.117486779505754, -83.16726188727041)",41.117486779505754, -83.16726188727041
223,224,High Point University,150+,High Point,NC,North Carolina,www.highpoint.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,0,50,50.0,59.0,Required,Considered,Required,11266,8680,77.05,1387,15.98,540.0,620.0,530.0,620.0,22.0,28.0,21.0,28.0,19.0,27.0,33358.0,4722.0,33358.0,4722.0,38080,38080,"One University Parkway, High Point, North Carolina 27268",8496,"(35.9720859, -79.9936582)",35.9720859, -79.9936582
224,225,Hillsdale College,150+,Hillsdale,MI,Michigan,www.hillsdale.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Distant,Implied no,0,35,25.0,79.0,Required,Considered,Considered,1993,727,36.48,341,46.91,650.0,740.0,640.0,723.0,29.0,33.0,31.0,35.0,26.0,31.0,28170.0,1312.0,28170.0,1312.0,29482,29482,"33 E College St, Hillsdale, Michigan 49242",36189,"(41.931349325, -84.63297689999999)",41.931349325, -84.63297689999999
225,226,Hobart William Smith Colleges,150+,Geneva,NY,New York,www.hws.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Distant,Implied no,0,0,0.0,71.0,Required,Considered,Required,3931,2431,61.84,391,16.08,590.0,670.0,590.0,670.0,26.0,30.0,24.0,32.0,24.0,28.0,57400.0,1250.0,57400.0,1250.0,58650,58650,"337 Pulteney Street, Geneva, New York 14456",12764,"(42.857276393126014, -76.98428329103693)",42.857276393126014, -76.98428329103693
